"","year","sex","db_bar.EDAT1899_1A7","monthly_income"
"324",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"325",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"326",2021,"HOME","DE 18 A 24 ANYS","DE 7.001 A 9.000 EUROS"
"327",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"328",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"329",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"330",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"331",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"332",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"333",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"334",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"335",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"336",2021,"HOME","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"337",2021,"DONA","DE 18 A 24 ANYS","DE 1.001 A 1.500 EUROS"
"338",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"339",2021,"HOME","DE 45 A 54 ANYS","DE 7.001 A 9.000 EUROS"
"340",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"341",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"342",2021,"DONA","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"343",2021,"HOME","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"344",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"345",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"346",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"347",2021,"HOME","DE 18 A 24 ANYS","DE 3.001 A 5.000 EUROS"
"348",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"349",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"350",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"351",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"352",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"353",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"354",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"355",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"356",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"357",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"358",2021,"DONA","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"359",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"360",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"361",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"362",2021,"HOME","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"363",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"364",2021,"HOME","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"365",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"366",2021,"HOME","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"367",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"368",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"369",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"370",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"371",2021,"HOME","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"372",2021,"DONA","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"373",2021,"HOME","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"374",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"375",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"376",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"377",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"378",2021,"DONA","DE 18 A 24 ANYS","DE 1.501 A 2.000 EUROS"
"379",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"380",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"381",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"382",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"383",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"384",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"385",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"386",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"387",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"388",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"389",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"390",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"391",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"392",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"393",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"394",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"395",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"396",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"397",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"398",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"399",2021,"DONA","DE 65 A 74 ANYS","DE 1.501 A 2.000 EUROS"
"400",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"401",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"402",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"403",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"404",2021,"HOME","DE 25 A 34 ANYS","NO HO SAP"
"405",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"406",2021,"DONA","DE 35 A 44 ANYS","MENYS DE 500 EUROS"
"407",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"408",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"409",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"410",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"411",2021,"HOME","DE 18 A 24 ANYS","DE 2.501 A 3.000 EUROS"
"412",2021,"DONA","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"413",2021,"DONA","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"414",2021,"DONA","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"415",2021,"HOME","DE 25 A 34 ANYS","DE 7.001 A 9.000 EUROS"
"416",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"417",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"418",2021,"DONA","DE 35 A 44 ANYS","DE 7.001 A 9.000 EUROS"
"419",2021,"DONA","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"420",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"421",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"422",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"423",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"424",2021,"DONA","DE 55 A 64 ANYS","NO CONTESTA"
"425",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"426",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"427",2021,"DONA","DE 18 A 24 ANYS","DE 1.501 A 2.000 EUROS"
"428",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"429",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"430",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"431",2021,"HOME","DE 25 A 34 ANYS","NO CONTESTA"
"432",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"433",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"434",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"435",2021,"DONA","DE 55 A 64 ANYS","NO CONTESTA"
"436",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"437",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"438",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"439",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"440",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"441",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"442",2021,"DONA","DE 35 A 44 ANYS","NO CONTESTA"
"443",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"444",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"445",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"446",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"447",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"448",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"449",2021,"DONA","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"450",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"451",2021,"HOME","DE 18 A 24 ANYS","DE 1.001 A 1.500 EUROS"
"452",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"453",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"454",2021,"HOME","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"455",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"456",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"457",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"458",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"459",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"460",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"461",2021,"DONA","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"462",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"463",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"464",2021,"HOME","DE 25 A 34 ANYS","MENYS DE 500 EUROS"
"465",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"466",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"467",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"468",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"469",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"470",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"471",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"472",2021,"DONA","DE 18 A 24 ANYS","DE 1.501 A 2.000 EUROS"
"473",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"474",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"475",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"476",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"477",2021,"HOME","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"478",2021,"HOME","DE 25 A 34 ANYS","NO HO SAP"
"479",2021,"DONA","DE 35 A 44 ANYS","NO HO SAP"
"480",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"481",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"482",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"483",2021,"DONA","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"484",2021,"DONA","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"485",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"486",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"487",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"488",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"489",2021,"DONA","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"490",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"491",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"492",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"493",2021,"DONA","DE 18 A 24 ANYS","DE 2.001 A 2.500 EUROS"
"494",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"495",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"496",2021,"DONA","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"497",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"498",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"499",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"500",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"501",2021,"HOME","DE 55 A 64 ANYS","DE 5.001 A 7.000 EUROS"
"502",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"503",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"504",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"505",2021,"HOME","DE 35 A 44 ANYS","NO CONTESTA"
"506",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"507",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"508",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"509",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"510",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"511",2021,"DONA","DE 18 A 24 ANYS","DE 2.501 A 3.000 EUROS"
"512",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"513",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"514",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"515",2021,"DONA","DE 55 A 64 ANYS","DE 5.001 A 7.000 EUROS"
"516",2021,"DONA","DE 25 A 34 ANYS","NO CONTESTA"
"517",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"518",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"519",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"520",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"521",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"522",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"523",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"524",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"525",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"526",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"527",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"528",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"529",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"530",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"531",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"532",2021,"HOME","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"533",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"534",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"535",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"536",2021,"HOME","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"537",2021,"HOME","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"538",2021,"HOME","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"539",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"540",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"541",2021,"HOME","DE 35 A 44 ANYS","NO HO SAP"
"542",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"543",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"544",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"545",2021,"DONA","DE 35 A 44 ANYS","NO CONTESTA"
"546",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"547",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"548",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"549",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"550",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"551",2021,"HOME","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"552",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"553",2021,"DONA","DE 18 A 24 ANYS","DE 2.001 A 2.500 EUROS"
"554",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"555",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"556",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"557",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"558",2021,"HOME","DE 25 A 34 ANYS","NO HO SAP"
"559",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"560",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"561",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"562",2021,"HOME","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"563",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"564",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"565",2021,"DONA","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"566",2021,"DONA","DE 55 A 64 ANYS","MÉS DE 9.000 EUROS"
"567",2021,"DONA","DE 55 A 64 ANYS","MÉS DE 9.000 EUROS"
"568",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"569",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"570",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"571",2021,"HOME","DE 65 A 74 ANYS","DE 2.001 A 2.500 EUROS"
"572",2021,"DONA","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"573",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"574",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"575",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"576",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"577",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"578",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"579",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"580",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"581",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"582",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"583",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"584",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"585",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"586",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"587",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"588",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"589",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"590",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"591",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"592",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"593",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"594",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"595",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"596",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"597",2021,"HOME","DE 18 A 24 ANYS","NO HO SAP"
"598",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"599",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"600",2021,"DONA","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"601",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"602",2021,"DONA","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"603",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"604",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"605",2021,"HOME","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"606",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"607",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"608",2021,"DONA","DE 18 A 24 ANYS","DE 1.001 A 1.500 EUROS"
"609",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"610",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"611",2021,"HOME","DE 45 A 54 ANYS","DE 7.001 A 9.000 EUROS"
"612",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"613",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"614",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"615",2021,"HOME","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"616",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"617",2021,"DONA","DE 35 A 44 ANYS","NO HO SAP"
"618",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"619",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"620",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"621",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"622",2021,"DONA","DE 18 A 24 ANYS","DE 1.001 A 1.500 EUROS"
"623",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"624",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"625",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"626",2021,"HOME","DE 35 A 44 ANYS","MÉS DE 9.000 EUROS"
"627",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"628",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"629",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"630",2021,"HOME","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"631",2021,"DONA","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"632",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"633",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"634",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"635",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"636",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"637",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"638",2021,"DONA","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"639",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"640",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"641",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"642",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"643",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"644",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"645",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"646",2021,"HOME","DE 35 A 44 ANYS","MÉS DE 9.000 EUROS"
